Name	Set	Set #	Imagefile	Side	Culture	Type	Twilight	Strength	Vitality	Resistance	Signet/Site#	Unique	Rarity	Card#	Notes	Lore	Text
Softly Up Behind	Bloodlines	13	LOTR13056	Free Peoples	Gollum	Event - Maneuver	1						U	56			Spot Smeagol and discard 2 [GOLLUM] cards from hand to return a minion with strength 6 or less to its owner?s hand. While this is in your discard pile, Smeagol gains muster.
Trap Is Sprung	Bloodlines	13	LOTR13057	Shadow	Gollum	Event - Regroup	3						R	57			To play, discard Gollum from play. Heal the Ring-bearer to add a burden. If the fellowship is not in region 1, you may repeat this for each other wound on the Ring-bearer.
Wild Light of Madness	Bloodlines	13	LOTR13058	Shadow	Gollum	Event - Shadow	1						R	58			Spot Gollum to make the Free Peoples player choose to either add a burden or exert a companion.
Aragorn, Isildur's Heir	Bloodlines	13	LOTR13059	Free Peoples	Gondor	Companion - Man	4	8	4	8		U	R	59			Aragorn is strength +1 for each [GONDOR] card that has a culture token on it. At the start of each assignment phase, you may exert Aragorn to make an unbound companion that has resistance 7 or more defender +1 until the regroup phase.
Away on the Wind	Bloodlines	13	LOTR13060	Free Peoples	Gondor	Condition - Support Area	1						U	60			Response: If Faramir is about to take a wound, discard this condition from play and place Boromir or Denethor in the dead pile from play to prevent that and heal Faramir twice.
Banners Blowing	Bloodlines	13	LOTR13061	Free Peoples	Gondor	Event - Skirmish	2						U	61			You may remove from the game 4 other [GONDOR] cards in your discard pile to play this event from your discard pile. Then remove this event from the game. Make your [GONDOR] Man strength +3.
Boromir, Doomed Heir	Bloodlines	13	LOTR13062	Free Peoples	Gondor	Companion - Man	3	8	3	6		U	S	62			Boromir is resistance -1 for each lurker minion you can spot. Skirmish: Exert Boromir to make him strength +1 for each possession he bears.
Brego, Loyal Steed	Bloodlines	13	LOTR13063	Free Peoples	Gondor	Possession - Mount	2					U	R	63			Bearer must be a [GONDOR] companion. When you play Brego, you may reinforce a [GONDOR] token. Maneuver: Exert bearer and remove 2 [GONDOR] tokens to wound a minion.
Denethor, Last Ruling Steward	Bloodlines	13	LOTR13064	Free Peoples	Gondor	Companion - Man	3	7	3	5		U	R	64			Denethor is resistance +1 for each [GONDOR] possession in your discard pile. Maneuver: Spot a [GONDOR] possession borne by a companion and remove that possession from the game to exert a minion twice.
Elendil, High-King of Gondor	Bloodlines	13	LOTR13065	Free Peoples	Gondor	Companion - Man	5	8	5	6		U	R	65			Knight. To play, spot 2 [GONDOR] knights or exert 2 [GONDOR] Men. Each of your [GONDOR] companions is resistance +1. Maneuver: Remove a [GONDOR] token to make an unbound companion resistance +1 until the regroup phase.
Faramir, Prince of Ithilien	Bloodlines	13	LOTR13066	Free Peoples	Gondor	Companion - Man	3	7	3	7		U	C	66			While you can spot Boromir, Faramir is twilight cost -1. While you can spot Denethor, Faramir is twilight cost -1. While Faramir bears a [GONDOR] possession, he is defender +1.
Guard of the White Tree	Bloodlines	13	LOTR13067	Free Peoples	Gondor	Companion - Man	3	7	3	5			U	67			Knight. Skirmish: Discard a [GONDOR] condition from your support area to make this companion strength +2.
Guarded City	Bloodlines	13	LOTR13068	Free Peoples	Gondor	Event - Fellowship	1						C	68			Spot a [GONDOR] companion to reinforce a [GONDOR] token for each possession borne by that companion.
Heirs of Gondor	Bloodlines	13	LOTR13069	Free Peoples	Gondor	Condition - Support Area	1					U	C	69			When you play this, add a [GONDOR] token here. Skirmish: Discard this from play or remove a token from here to make a [GONDOR] companion bearing a hand weapon strength +2.
Hope Renewed	Bloodlines	13	LOTR13070	Free Peoples	Gondor	Event - Maneuver	2						U	70			Discard a [GONDOR] possession from play to discard a possession from play and you may reinforce a [GONDOR] token.
Isildur, Heir of Elendil	Bloodlines	13	LOTR13071	Free Peoples	Gondor	Companion - Man	3	7	3	1		U	U	71			Knight. Isildur is resistance +1 for each card in your hand. At the end of any phase, if Isildur has resistance 0, place him in your dead pile. Each time you reconcile, you may draw a card.
Kings' Legacy	Bloodlines	13	LOTR13072	Free Peoples	Gondor	Condition - Support Area	2					U	U	72			Each time Elendil wins a skirmish, make a [GONDOR] or [ELVEN] companion strength +2 until the start of the regroup phase. Each time Isildur wins a skirmish, heal a Man. Each time Aragorn wins a skirmish, make a [GONDOR] Man damage +1 until the start of the regroup phase.
Kingsfoil	Bloodlines	13	LOTR13073	Free Peoples	Gondor	Possession	1						C	73			Bearer must be a [GONDOR] Man. Fellowship: Discard this possession from play to heal a companion and, if that companion is a [SHIRE] companion, you may discard a condition he or she bears.
Rally the Company	Bloodlines	13	LOTR13074	Free Peoples	Gondor	Event - Skirmish	1						S	74			Make a [GONDOR] companion strength +2 (or +4 if that companion has resistance 6 or more).
Stewards' Legacy	Bloodlines	13	LOTR13075	Free Peoples	Gondor	Condition - Support Area	2					U	U	75			Each time Denethor exerts, he gains muster until the end of the regroup phase. Each time Boromir exerts, you may exert a minion. Each time Faramir exerts, you may spot a minion to prevent it from using special abilites until the regroup phase.
Storied Homestead	Bloodlines	13	LOTR13076	Free Peoples	Gondor	Condition - Support Area	2					U	R	76			When you play this, add a [GONDOR] token here for each [GONDOR] companion who has resistance 7 or more. Response: If a minion?s special ability is used, discard this condition or remove 2 [GONDOR] tokens from here to cancel its effect.
Tradesman From Lebennin	Bloodlines	13	LOTR13077	Free Peoples	Gondor	Companion - Man	2	6	3	5			C	77			At the start of each fellowship phase, you may add (2) to reinforce a [GONDOR] token.
Alatar Deceived	Bloodlines	13	LOTR13078	Shadow	Isengard	Condition - Support Area	3					U	R	78			Each time a Wizard wins a skirmish, this condition becomes a fierce, damage +1 Wizard minion until the start of the regroup phase that has 11 strength and 1 vitality, and cannot take wounds or bear other cards. This card is still a condition.
Pallando Deceived	Bloodlines	13	LOTR13079	Shadow	Isengard	Condition - Support Area	3					U	U	79			At the start of the maneuver phase, you may exert a Wizard to make this condition a fierce Wizard minion until the start of the regroup phase that has 10 strength and 1 vitality, and cannot take wounds or bear other cards. This card is still a condition.
Radagast Deceived	Bloodlines	13	LOTR13080	Shadow	Isengard	Condition - Support Area	3					U	R	80			Each time a Wizard heals, this condition becomes a fierce Wizard minion until the start of the regroup phase that has 12 strength and 1 vitality, and cannot take wounds or bear other cards. This card is still a condition.
Staff of Saruman, Fallen Istar's Stave	Bloodlines	13	LOTR13081	Shadow	Isengard	Artifact - Staff	2	2	1			U	R	81			Bearer must be a Wizard. Regroup: If Saruman is the only minion you can spot, discard this artifact from play to return him to your hand.
Bring Down the Wall	Bloodlines	13	LOTR13082	Shadow	Men	Event - Skirmish	1						C	82			Spot a companion to make a [MEN] minion strength +1 for each wound on that companion.
Caravan From the South	Bloodlines	13	LOTR13083	Shadow	Men	Condition - Support Area	1						C	83			To play, spot a [MEN] minion. When you play this, if you spot a plains site on the adventure path, reinforce 3 [MEN] tokens. Each time the Free Peoples player plays the fellowship?s next site, you may discard a possession from play.
Corsair Champion	Bloodlines	13	LOTR13084	Shadow	Men	Minion - Man	5	11	3		4		R	84			Each time a Free Peoples possession is played, you may spot a [MEN] card and reveal this minion from hand to make the Free Peoples player exert a companion. While each companion is wounded, this minion is fierce.
Cruel Dunlending	Bloodlines	13	LOTR13085	Shadow	Men	Minion - Man	3	8	2		4		S	85			Skirmish: If this minion is not assigned to a skirmish, you may exert him to make another [MEN] minion fierce until the regroup phase.
Desert Wind	Bloodlines	13	LOTR13086	Shadow	Men	Minion - Man	5	12	3		4		R	86			To play, spot a [MEN] minion. While you can spot 5 or more culture tokens, the minion archery total is +2.
Driven From the Plains	Bloodlines	13	LOTR13087	Shadow	Men	Condition - Support Area	2						C	87			Skirmish: Discard this condition from play to make a [MEN] minion damage +1 for each of the following that is true: it is at a plains site; it is bearing a possession; it is skirmishing a companion who has resistance 4 or less.
Dunlending Patriarch	Bloodlines	13	LOTR13088	Shadow	Men	Minion - Man	6	13	3		4		U	88			When you play this, you may spot another [MEN] minion to make this minion twilight cost -1 for each wound on the Ring-bearer. While each companion is wounded, this minion is fierce.
Dunlending Trapper	Bloodlines	13	LOTR13089	Shadow	Men	Minion - Man	3	7	2		4		U	89			Lurker. (Skirmishes involving lurker minions must be resolved before any others.) To play, spot a [MEN] minion. Assignment: Discard a [MEN] card from your hand to assign this minion to an unbound companion.
Easterling Runner	Bloodlines	13	LOTR13090	Shadow	Men	Minion - Man	3	8	2		4		C	90			Shadow: Exert this minion, spot another [MEN] minion, and remove a culture token to reinforce a [MEN] token.
Fires Brightly Burning	Bloodlines	13	LOTR13091	Shadow	Men	Event - Skirmish	2						U	91			You may remove from the game 4 [MEN] cards in your discard pile instead of paying the twilight cost for this card. Make your [MEN] minion strength +2.
Grima, Footman of Saruman	Bloodlines	13	LOTR13092	Shadow	Men	Minion - Man	2	4	3		3	U	U	92			Lurker. (Skirmishes involving lurker minions must be resolved after any others.) Each time a Free Peoples character is killed, you may spot another [MEN] minion to exert each companion.
Harmless	Bloodlines	13	LOTR13093	Shadow	Men	Condition - Support Area	2			-1			R	93			Response: If a companion loses a skirmish involving a [MEN] minion, transfer this condition from your support area to that companion. Limit 1 per companion. Minions cannot take wounds during skirmishes involving bearer.
Howdah	Bloodlines	13	LOTR13094	Shadow	Men	Condition - Support Area	0						U	94			When you play this, add a [MEN] token here for each [MEN] archer you spot. At the start of the archery phase, you may discard this condition from play or remove 2 tokens from here to make the minion archery total +1.
Lying in Wait	Bloodlines	13	LOTR13095	Shadow	Men	Condition - Support Area	0						U	95			Skirmish: Transfer this condition from your support area to your [MEN] minion. (Limit 1 per bearer.) Bearer is strength +1 for each other [MEN] minion you can spot. Each time a [MEN] minion wins a skirmish, make bearer strength +1 until the regroup phase.
Merciless Dunlending	Bloodlines	13	LOTR13096	Shadow	Men	Minion - Man	3	8	2		4		C	96			While you can spot another [MEN] minion, this minion is strength +2 for each companion assigned to a skirmish.
Pirate Cutthroat	Bloodlines	13	LOTR13097	Shadow	Men	Minion - Man	4	12	2		4		C	97			To play, spot a [MEN] card in your support area. Shadow: Exert this minion and spot a Free Peoples condition to reinforce a [MEN] token for each card you spot that has the same card title as that condition.
Southron Murderer	Bloodlines	13	LOTR13098	Shadow	Men	Minion - Man	3	8	1		4		U	98			Archer. While you can spot 4 or more culture tokens, this minion cannot take wounds except during skirmishes.
Stragglers	Bloodlines	13	LOTR13099	Shadow	Men	Condition - Support Area	1						S	99			When you play this, add a [MEN] token here. Skirmish: Discard this from play or remove a token from here to make a [MEN] minion strength +2 for each [MEN] minion not assigned to a skirmish.
Vicious Dunlending	Bloodlines	13	LOTR13100	Shadow	Men	Minion - Man	3	8	2		4		S	100			Skirmish: If this minion is not assigned to a skirmish, you may exert him to make another [MEN] minion damage +1.
Voice of the Desert, Southron Troop	Bloodlines	13	LOTR13101	Shadow	Men	Minion - Man	4	11	3		4	U	R	101			To play, spot a [MEN] minion. While the fellowship is in region 1, each [MEN] minion cannot take wounds. While the fellowship is in region 2, each [MEN] minion is an archer. While the fellowship is in region 3, each [MEN] minion is fierce.
Worn Battleaxe	Bloodlines	13	LOTR13102	Shadow	Men	Possession - Hand Weapon	1	2					C	102			Bearer must be a [MEN] minion. While you can spot a culture token, bearer is strength +1 for each companion assigned to a skirmish.
Always Threatening	Bloodlines	13	LOTR13103	Shadow	Orc	Condition - Support Area	1						U	103			When you play this, you may add an [ORC] token here for each [ORC] condition you can spot. Skirmish: Discard this from play or remove 2 tokens from here to make a lurker minion strength +2.
Chamber Patrol	Bloodlines	13	LOTR13104	Shadow	Orc	Minion - Orc	4	11	3		4	U	R	104			To play, spot an [ORC] minion. While the fellowship is in region 1, [ORC] Orcs cannot take wounds. While the fellowship is in region 2, the current site gains underground. While the fellowship is in region 3, each [ORC] Orc is strength +2.
Defiled	Bloodlines	13	LOTR13105	Shadow	Orc	Event - Skirmish	2						U	105			You may remove from the game 4 [ORC] cards in your discard pile instead of paying the twilight cost for this card. Make your [ORC] lurker minion strength +2.
Enemy Upon Enemy	Bloodlines	13	LOTR13106	Shadow	Orc	Condition - Support Area	1						U	106			Regroup: Spot an [ORC] lurker minion to stack that minion here. Shadow: Remove a burden to play a lurker minion stacked here as if from hand. That minion is twilight cost -3.
Expendable Servants	Bloodlines	13	LOTR13107	Shadow	Orc	Event - Maneuver	0						C	107			If you can spot more [ORC] conditions than [ORC] minions, you may discard your [ORC] condition from play to play an [ORC] minion from your discard pile.
Forced March	Bloodlines	13	LOTR13108	Shadow	Orc	Condition - Support Area	1						R	108			To play, spot 2 [ORC] minions. Regroup: Make the Free Peoples player spot another [ORC] condition, discard it from play, and remove (3) to make the Free Peoples player choose to move again this turn (if the move limit allows). Discard this condition.
Howling Orc	Bloodlines	13	LOTR13109	Shadow	Orc	Minion - Orc	3	8	2		4		S	109			Lurker. (Skirmishes involving lurker minions must be resolved before any others.) Each time an [ORC] minion is killed in a skirmish, you may make this minion strength +2 until the regroup phase.
Isengard Informant	Bloodlines	13	LOTR13110	Shadow	Orc	Minion - Orc	2	7	2		4		U	110			Regroup: Exert this minion to play an [ORC] Troll from your discard pile.
Massing Strength	Bloodlines	13	LOTR13111	Shadow	Orc	Event - Skirmish	0						C	111			Discard any number of your [ORC] minions from play to make an [ORC] minion strength +3 for each one discarded.
Orc Crusher	Bloodlines	13	LOTR13112	Shadow	Orc	Minion - Orc	5	11	3		4	U	R	112			To play, spot an [ORC] Orc. This minion is twilight cost -1 for each burden. Each time a Ring-bound companion loses a skirmish involving an [ORC] minion, you may reveal this card from hand to add a burden.
Orc Crusher (T)	Bloodlines	13	LOTR13112T	Shadow	Orc	Minion - Orc	5	11	3		4	U	R	112T	Tengwar		To play, spot an [ORC] Orc. This minion is twilight cost -1 for each burden. Each time a Ring-bound companion loses a skirmish involving an [ORC] minion, you may reveal this card from hand to add a burden. 
Orc Line-breaker	Bloodlines	13	LOTR13113	Shadow	Orc	Minion - Orc	5	14	3		4		C	113			At the end of each skirmish involving this minion, if you can spot a Free Peoples culture token, this minion is fierce until the regroup phase.
Orc Plains Runner	Bloodlines	13	LOTR13114	Shadow	Orc	Minion - Orc	2	7	2		4		S	114			Regroup: Discard this minion from play (or exert this minion if the fellowship?s next site is an underground site) and spot another [ORC] minion to return that minion to your hand.
Orc Raid Commander	Bloodlines	13	LOTR13115	Shadow	Orc	Minion - Orc	5	12	2		4		R	115			To play, spot an [ORC] card in your support area. When you play this, spot a Free Peoples condition to discard from play each other card that has the same card title as that condition.
Orc Reaper	Bloodlines	13	LOTR13116	Shadow	Orc	Minion - Orc	3	8	2		4		C	116			While you can spot a Free Peoples culture token, each minion that has the title Orc Reaper is strength +2.
Ordnance Grunt	Bloodlines	13	LOTR13117	Shadow	Orc	Minion - Troll	6	12	3		5		R	117			Damage +1. Fierce. To play, spot an [ORC] minion. Shadow: Discard an [ORC] condition from play to play this minion from your discard pile.
Picket Denizen	Bloodlines	13	LOTR13118	Shadow	Orc	Minion - Orc	3	9	2		4		S	118			Lurker. (Skirmishes involving lurker minions must be resolved after any others.) Response: If another [ORC] minion is about to take a wound, exert this minion to prevent that.
Underdeeps Denizen	Bloodlines	13	LOTR13119	Shadow	Orc	Minion - Orc	2	6	1		4		C	119			While this minion is at an underground site, it cannot take wounds.
Unforgiving Depths	Bloodlines	13	LOTR13120	Shadow	Orc	Condition - Support Area	0						C	120			While you can spot 3 underground sites, each [ORC] Orc gains muster. Shadow: Discard this condition from play and spot an [ORC] minion to replace the fellowship?s current site with an underground site from your adventure deck.
Whatever Means	Bloodlines	13	LOTR13121	Shadow	Orc	Event - Skirmish	0						C	121			Make an [ORC] Orc strength +2 (or +6 if you remove 2 burdens).
Bitter Tidings	Bloodlines	13	LOTR13122	Free Peoples	Rohan	Event - Response	2						U	122			If Theoden is about to take a wound in a skirmish, you may discard from play Eomer or Theodred to prevent that. If Theodred is about to take a wound in a skirmish, you may discard from play Eomer or Eowyn to prevent that.
Eomer, Heir to Meduseld	Bloodlines	13	LOTR13123	Free Peoples	Rohan	Companion - Man	3	7	3	7		U	R	123			While Eomer bears a mount, he is damage +1. While no other companion is assigned to a skirmish, Eomer is strength +1 for each other [ROHAN] companion you can spot.
Eowyn, Restless Warrior	Bloodlines	13	LOTR13124	Free Peoples	Rohan	Companion - Man	2	6	3	6		U	U	124			Each possession you play on Eowyn during the fellowship phase is twilight cost -1. Each time the fellowship moves during the regroup phase, you may reinforce a [ROHAN] token (or reinforce 2 [ROHAN] tokens if you can spot Eomer or Theoden).
Ferthu Theoden Hal	Bloodlines	13	LOTR13125	Free Peoples	Rohan	Event - Maneuver	1						C	125			To play, spot 2 [ROHAN] Men. Unless you can spot a companion who has resistance 3 or less, discard a possession from play.
Firefoot, Mearas of the Mark	Bloodlines	13	LOTR13126	Free Peoples	Rohan	Possession - Mount	2	1				U	R	126			Bearer must be a [ROHAN] Man. When you play Firefoot, you may reinforce a [ROHAN] token. At the start of the maneuver phase, if bearer is Eomer, you may remove 2 [ROHAN] tokens to make him defender +1 and strength +1 until the regroup phase.
Freely Across Our Land	Bloodlines	13	LOTR13127	Free Peoples	Rohan	Condition - Support Area	1					U	C	127			When you play this, add a [ROHAN] token here. Regroup: Discard this from play or remove a token from here to play a [ROHAN] possession from your discard pile on your [ROHAN] companion.
Hama, Captain of the King's Guard	Bloodlines	13	LOTR13128	Free Peoples	Rohan	Companion - Man	2	6	3	6		U	U	128			Hama is strength +1 for each Shadow possession you can spot. Each time Hama wins a skirmish, you may discard a possession from play.
Hamstrung	Bloodlines	13	LOTR13129	Free Peoples	Rohan	Event - Skirmish	1						C	129			Make a [ROHAN] companion strength +2 (or +5 if the fellowship has moved twice this turn).
Hurried Barrows	Bloodlines	13	LOTR13130	Free Peoples	Rohan	Event - Skirmish	2						U	130			You may remove from the game 4 other [ROHAN] cards in your discard pile to play this event from your discard pile. Then remove this event from the game. Make your mounted [ROHAN] companion strength +3.
King's Board	Bloodlines	13	LOTR13131	Free Peoples	Rohan	Condition - Support Area	1					U	U	131			Skirmish: Exert Eomer to make Eowyn or Theoden strength +2. Skirmish: Exert Eowyn to make Eomer or Theoden strength +2. Skirmish: Exert Theoden to make Eomer or Eowyn strength +2.
Merchant of Westfold	Bloodlines	13	LOTR13132	Free Peoples	Rohan	Companion - Man	2	6	3	5			C	132			Each time the fellowship moves, you may add (1) and remove a Free Peoples culture token to reinforce a [ROHAN] token.
Riddermark Tactician	Bloodlines	13	LOTR13133	Free Peoples	Rohan	Companion - Man	2	6	3	5			C	133			When you play this, you may reinforce a [ROHAN] token. Each time a Shadow player replaces the fellowship?s current site, you may spot another [ROHAN] Man to make, until the regroup phase, the fellowship archery total +2 and the minion archery total -2.
Ride With Me	Bloodlines	13	LOTR13134	Free Peoples	Rohan	Event - Skirmish	1						C	134			Make your [ROHAN] companion strength +2 (or exert Theoden to make that companion strength +5 and damage +1 instead.)
Rider's Bow	Bloodlines	13	LOTR13135	Free Peoples	Rohan	Possession - Ranged Weapon	1						U	135			Bearer must be a [ROHAN] Man. If bearer is mounted, he or she is strength +1. Each time bearer wins a skirmish, you may choose a Shadow player who must wound one of his or her minions.
Snowmane, Noble Mearas	Bloodlines	13	LOTR13136	Free Peoples	Rohan	Possession - Mount	2	1		1		U	R	136			Bearer must be a [ROHAN] Man. When you play Snowmane, you may reinforce a [ROHAN] token. Skirmish: If bearer is Theoden, you may remove 2 [ROHAN] tokens to exhaust a minion he is skirmishing.
Theoden, The Renowned	Bloodlines	13	LOTR13137	Free Peoples	Rohan	Companion - Man	3	7	3	7		U	R	137			While you can spot Eowyn, Theoden is defender +1. While you can spot Eomer, Theoden is damage +1. While you can spot Theodred, the move limit is +1.
Theoden, The Renowned (T)	Bloodlines	13	LOTR13137T	Free Peoples	Rohan	Companion - Man	3	7	3	7		U	R	137T	Tengwar		While you can spot Eowyn, Theoden is Defender +1. While you can spot Eomer, Theoden is damage +1. While you can spot Theodred, the move limit is +1. 
Theodred, Second Marshal of the Mark	Bloodlines	13	LOTR13138	Free Peoples	Rohan	Companion - Man	2	6	3	6		U	R	138			While you can spot a [ROHAN] Man who has resistance of 7 or more, Theodred is twilight cost -1. At the start of each skirmish involving Theodred, you may exert each minion he is skirmishing.
Wind-swept Homestead	Bloodlines	13	LOTR13139	Free Peoples	Rohan	Condition - Support Area	2					U	R	139			To play, spot 2 [ROHAN] companions. When you play this, add a [ROHAN] token here for each plains site and each battleground site on the adventure path. At the start of each regroup phase, add a [ROHAN] token here for each of your companions that has muster.
Sauron, Dark Lord of Mordor	Bloodlines	13	LOTR13140	Shadow	Sauron	Minion - Maia	16	24	5		6	U	R	140			Damage +1. Fierce. When you play Sauron, you may exert any number of minions. For each minion you exert, Sauron is twilight cost -X, where X is the current region number.
Sceptre of the Dark Lord	Bloodlines	13	LOTR13141	Shadow	Sauron	Artifact - Hand Weapon	0	2	1			U	R	141			Bearer must be Sauron. He is damage +1. Each time Sauron wins a skirmish and the companion he is skirmishing is not killed, you may assign X wounds to other companions, where X is the current region number.
Bilbo, Aged Ring-bearer	Bloodlines	13	LOTR13142	Free Peoples	Shire	Companion - Hobbit	2	3	4	8		U	R	142			Ring-bound. While Bilbo is not assigned to a skirmish, each Ring-bound Hobbit is strength +1. At the start of each skirmish involving Bilbo, you may remove a burden for each other Ring-bound Hobbit you can spot.
Bill the Pony, Dearly-loved	Bloodlines	13	LOTR13143	Free Peoples	Shire	Possession - Mount	2					U	R	143			Bearer must be a Ring-bound Hobbit. When you play Bill the Pony, you may reinforce a [SHIRE] token. Regroup: Spot 2 minions and remove 2 [SHIRE] tokens to make a Shadow player discard a minion from play.
Daddy Twofoot, Next-door Neighbor	Bloodlines	13	LOTR13144	Free Peoples	Shire	Follower	1			1		U	U	144			Aid - Add a burden. (At the start of the maneuver phase, you may add a burden to transfer this to a companion.) Each time you transfer this to a companion, you may take a [SHIRE] event into hand from your discard pile.
Don't Let Go	Bloodlines	13	LOTR13145	Free Peoples	Shire	Condition - Support Area	1						C	145			Skirmish: Discard this condition to make a Hobbit strength +1 for each of the following that is true: he or she is participating in a fierce skirmish; he or she has resistance 7 or more; he or she is at a dwelling site; you can spot an unwounded Hobbit.
Everything but My Bones	Bloodlines	13	LOTR13146	Free Peoples	Shire	Event - Skirmish	2						U	146			You may remove from the game 4 other [SHIRE] cards in your discard pile to play this event from your discard pile. Then remove this event from the game. Make your Hobbit at a dwelling or forest site strength +3.
Faith in Friendship	Bloodlines	13	LOTR13147	Free Peoples	Shire	Condition - Support Area	1					U	C	147			When you play this, add a [SHIRE] token here. At the start of the regroup phase, you may discard this from play or remove a token from here to heal a [SHIRE] companion.
Fates Entwined	Bloodlines	13	LOTR13148	Free Peoples	Shire	Condition - Support Area	2						U	148			Each time a Hobbit wins a skirmish, you may heal another Hobbit once (or heal another Hobbit twice if the Hobbit that won the skirmish was Frodo or Bilbo).
Frodo, Frenzied Fighter	Bloodlines	13	LOTR13149	Free Peoples	Shire	Companion - Hobbit	2	3	4	8		U	R	149	This version of Frodo cannot become the Ring-bearer. 		Ring-bound. While you can spot more minions than companions, Frodo cannot be overwhelmed unless his strength is tripled. Skirmish: If Frodo is not assigned to a skirmish, exert Frodo to have him replace a Ring-bound companion skirmishing a minion.
Frodo Gamgee, Son of Samwise	Bloodlines	13	LOTR13150	Free Peoples	Shire	Follower	1		1			U	U	150			Aid - Add 2 burdens. (At the start of the maneuver phase, you may add 2 burdens to transfer this to a companion.) To play, spot a Ring-bound Hobbit. Bearer is strength +1 for each Ring-bound Hobbit you can spot.
The Gaffer, Master Gardener	Bloodlines	13	LOTR13151	Free Peoples	Shire	Follower	1	1				U	U	151			Aid - Add a burden. (At the start of the maneuver phase, you may add a burden to transfer this to a companion.) When you transfer The Gaffer to a [SHIRE] companion, heal bearer (or heal bearer twice if he or she is at a dwelling site.)
Humble Homestead	Bloodlines	13	LOTR13152	Free Peoples	Shire	Condition - Support Area	2					U	R	152			To play, spot 2 Hobbits. When you play this, add a [SHIRE] token here for each forest site and each dwelling site on the adventure path. Skirmish: Discard this from play or remove 3 tokens from here to cancel a skirmish involving a Hobbit.
Mithril-coat, Dwarf-mail	Bloodlines	13	LOTR13153	Free Peoples	Shire	Artifact - Armor	2					U	R	153			Bearer must be a Ring-bound Hobbit. Each minion skirmishing bearer loses all damage bonuses. Skirmish: Exert bearer to make each minion he is skirmishing lose fierce and unable to gain fierce until the regroup phase.
New Chapter	Bloodlines	13	LOTR13154	Free Peoples	Shire	Condition - Support Area	2						U	154			To play, spot 2 Hobbits. Each time you play a follower, you may heal a companion (or heal Sam twice).
Phial of Galadriel, The Light of Earendil	Bloodlines	13	LOTR13155	Free Peoples	Shire	Artifact - Phial	0			1		U	R	155			Bearer must be a Ring-bound Hobbit. While bearer is in region 1, bearer gains muster. While bearer is in region 2, each of your [SHIRE] companions gains muster. While bearer is in region 3, each character gains muster.
Sam, Bearer of Great Need	Bloodlines	13	LOTR13156	Free Peoples	Shire	Companion - Hobbit	2	3	4	5		U	R	156			Ring-bound. Sam is resistance +1 for each Hobbit you can spot. Regroup: Exert Sam and transfer a follower he is bearing to your support area to discard a minion from play.
Sam, Bearer of Great Need (T)	Bloodlines	13	LOTR13156T	Free Peoples	Shire	Companion - Hobbit	2	3	4	5		U	R	156T	Tengwar		Ring-bound. Sam is resistance +1 for each Hobbit you can spot. Regroup: Exert Sam and transfer a follower her is bearing to your support area to discard a minion from play. 
Westfarthing Businessman	Bloodlines	13	LOTR13157	Free Peoples	Shire	Companion - Hobbit	2	3	3	7			C	157			This companion is strength +1 for each [SHIRE] card that has a culture token on it.
Assault Commander	Bloodlines	13	LOTR13158	Shadow	Uruk-hai	Minion - Uruk-hai	4	9	3		5		R	158			Damage +1. Shadow: Exert this minion and spot a Free Peoples condition to make an unbound companion resistance -1 for each card that has the same card title as that condition.
Assault Denizen	Bloodlines	13	LOTR13159	Shadow	Uruk-hai	Minion - Uruk-hai	4	9	2		5		C	159			Damage +1. This minion is strength +1 for each Free Peoples culture token you can spot.
Cavern Denizen	Bloodlines	13	LOTR13160	Shadow	Uruk-hai	Minion - Uruk-hai	2	6	1		5		C	160			Damage +1. While you can spot a Free Peoples culture token, this minion cannot take wounds except during skirmishes.
Endless Assault	Bloodlines	13	LOTR13161	Shadow	Uruk-hai	Condition - Support Area	1						C	161			Skirmish: Discard this condition to make an [URUK-HAI] minion strength +1 for each of the following that is true: it is at a battleground site; it is skirmishing a companion who has resistance 4 or less; it is bearing a possession; you can spot an [URUK-HAI] minion not assigned to a skirmish.
Enemy Without Number	Bloodlines	13	LOTR13162	Shadow	Uruk-hai	Condition - Support Area	1						C	162			To play, spot 2 [URUK-HAI] minions. Shadow: Discard 2 cards from hand to add (1). Regroup: Spot an [URUK-HAI] minion and discard this condition from play to add (3).
Entranced Uruk	Bloodlines	13	LOTR13163	Shadow	Uruk-hai	Minion - Uruk-hai	4	9	2		5		C	163			Damage +1. Lurker. (Skirmishes involving lurker minions must be resolved after any others.) Possessions borne by this minion cannot be discarded by Free Peoples cards.
Fearless Approach	Bloodlines	13	LOTR13164	Shadow	Uruk-hai	Condition - Support Area	1						C	164			To play, spot an [URUK-HAI] minion. When you play this, if you spot a battleground site on the adventure path, reinforce 3 [URUK-HAI] tokens. Each time the Free Peoples player plays the fellowship?s next site, you may discard a condition from play.
Isengard Infiltrator	Bloodlines	13	LOTR13165	Shadow	Uruk-hai	Minion - Uruk-hai	3	7	1		5		U	165			Damage +1. While the fellowship is at a forest site, the fellowship archery total is -1. Each [ELVEN] companion skirmishing this minion is strength -2.
New Enemy	Bloodlines	13	LOTR13166	Shadow	Uruk-hai	Event - Skirmish	2						U	166			You may remove from the game 4 [URUK-HAI] cards in your discard pile instead of paying the twilight cost for this card. Make your [URUK-HAI] minion skirmishing a companion with resistance 4 or less strength +2.
